FACS.selection,age,cell,cell_ontology_class,cell_ontology_id,free_annotation,method,mouse.id,obs_names,sex,subtissue,tissue
"CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+",18m,P11_B003294,T cell,nan,nan,facs,18_47_F,P11_B003294_B007450_S371.mm10-plus-0-0,female,Muscle forelimb and hindlimb,Limb_Muscle
Viable,18m,P11_D045342,B cell,nan,CD79a B cell,facs,18_45_M,P11_D045342_B009019_S371.mm10-plus-0-0,male,nan,Spleen
Multiple,18m,P11_D045382,nan,nan,nan,facs,18_45_M,P11_D045382_B009006_S371.mm10-plus-0-0,male,nan,Tongue
Multiple,18m,P12_B000235,nan,nan,nan,facs,18_53_M,P12_B000235_B007504_S372.mm10-plus-0-0,male,Thymus Epithelium,Thymus
Multiple,18m,P12_B000497,bulge keratinocyte,nan,nan,facs,18_53_M,P12_B000497_B009023_S372.mm10-plus-0-0,male,nan,Skin
Multiple,18m,P12_B000524,keratinocyte,nan,new-cluster,facs,18_53_M,P12_B000524_B009242_S372.mm10-plus-0-0,male,nan,Trachea
Viable,18m,P12_B000756,pancreatic B cell,nan,nan,facs,18_45_M,P12_B000756_B007446_S372.mm10-plus-0-0,male,Endocrine,Pancreas
Multiple,18m,P12_B000802,bulge keratinocyte,nan,nan,facs,18_47_F,P12_B000802_B009022_S372.mm10-plus-0-0,female,Skin Anagen,Skin
"CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+",18m,P12_B000927,macrophage,nan,nan,facs,18_46_F,P12_B000927_B007456_S372.mm10-plus-0-0,female,Muscle Diaphragm,Limb_Muscle
Neurons,18m,P12_B001059,nan,nan,nan,facs,18_46_F,P12_B001059_B009342_S372.mm10-plus-0-0,female,Striatum ,Brain_Non-Myeloid
Viable,18m,P12_B001361,nan,nan,nan,facs,18_46_F,P12_B001361_B007505_S372.mm10-plus-0-0,female,RV,Heart
Viable,18m,P12_B002452,B cell,nan,CD79a B cell,facs,18_47_F,P12_B002452_B009020_S372.mm10-plus-0-0,female,nan,Spleen
Viable,18m,P12_B002831,pancreatic B cell,nan,nan,facs,18_47_F,P12_B002831_B007445_S372.mm10-plus-0-0,female,Endocrine,Pancreas
Viable,18m,P12_B002832,pancreatic acinar cell,nan,pancreatic acinar cell,facs,18_47_F,P12_B002832_B007443_S372.mm10-plus-0-0,female,Exocrine,Pancreas
Multiple,18m,P12_B002850,bulge keratinocyte,nan,outer bulge,facs,18_47_F,P12_B002850_B007342_S372.mm10-plus-0-0,female,nan,Skin
"CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+",18m,P12_B003262,T cell,nan,nan,facs,18_45_M,P12_B003262_B007459_S372.mm10-plus-0-0,male,Limb_Muscle,Diaphragm
"CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+",18m,P12_B003263,B cell,nan,nan,facs,18_45_M,P12_B003263_B007458_S372.mm10-plus-0-0,male,forelimb and hindlimb,Limb_Muscle
"CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+",18m,P12_B003294,macrophage,nan,nan,facs,18_47_F,P12_B003294_B007450_S372.mm10-plus-0-0,female,Muscle forelimb and hindlimb,Limb_Muscle
Viable,18m,P12_D045342,B cell,nan,CD79a B cell,facs,18_45_M,P12_D045342_B009019_S372.mm10-plus-0-0,male,nan,Spleen
Multiple,18m,P12_D045382,nan,nan,nan,facs,18_45_M,P12_D045382_B009006_S372.mm10-plus-0-0,male,nan,Tongue
Multiple,18m,P13_B000235,nan,nan,nan,facs,18_53_M,P13_B000235_B007504_S373.mm10-plus-0-0,male,Thymus Epithelium,Thymus
Multiple,18m,P13_B000497,bulge keratinocyte,nan,nan,facs,18_53_M,P13_B000497_B009023_S373.mm10-plus-0-0,male,nan,Skin
Multiple,18m,P13_B000524,keratinocyte,nan,new-cluster,facs,18_53_M,P13_B000524_B009242_S373.mm10-plus-0-0,male,nan,Trachea
Viable,18m,P13_B000756,pancreatic B cell,nan,nan,facs,18_45_M,P13_B000756_B007446_S373.mm10-plus-0-0,male,Endocrine,Pancreas
Multiple,18m,P13_B000802,bulge keratinocyte,nan,outer bulge,facs,18_47_F,P13_B000802_B009022_S373.mm10-plus-0-0,female,Skin Anagen,Skin
"CD31+, CD45+, CD31-CD45-Sca1+, CD31-CD45-Sca1-VCAM1+",18m,P13_B000927,nan,nan,nan,facs,18_46_F,P13_B000927_B007456_S373.mm10-plus-0-0,female,Muscle Diaphragm,Limb_Muscle
